rank,show_name,composite_score,genre,country,consumption_score,platform_reach_score,platform_count_score,genre_rank_score,total_consumption,platforms_present,spotify_plays,youtube_views,amazon_plays,apple_plays
168,baywatch berlin,11.171501980649776,Comedy,Unknown,0.496400791407701,8.404386712608417,25.0,42.42424242424242,5163080.0,1,0.0,0.0,5163080.0,0.0
169,verbrechen von nebenan true crime aus der nachbarschaft,11.07987583272717,True Crime,Unknown,0.5161438342646757,8.738649207603789,25.0,40.74074074074074,5368428.0,1,0.0,0.0,5368428.0,0.0
170,nadie sabe nada,10.809644124917234,Comedy,Unknown,0.4812629651089895,8.148093514844005,25.0,39.39393939393939,5005631.0,1,0.0,0.0,5005631.0,0.0
171,new heights,10.76932204943668,Sports,US,0.8664295909373969,1.6805362698399076,25.0,50.0,9011761.0,1,9011761.0,0.0,0.0,0.0
172,candace,10.681983882974269,Other,Unknown,2.5729146565293943,4.990453286368371,25.0,33.97435897435898,26760965.0,1,26760965.0,0.0,0.0,0.0
173,casefile true crime,10.561361836046789,True Crime,Unknown,0.47802270939495406,8.093233888228044,25.0,37.03703703703704,4971929.0,1,0.0,0.0,4971929.0,0.0
174,wsj whats news,10.524028130119207,News & Politics,Unknown,0.3921712199191454,6.639712600798175,25.0,40.0,4078985.0,1,0.0,0.0,4078985.0,0.0
175,panda picante,10.380662652485857,Comedy,Unknown,0.44885252413478055,7.59936377027415,25.0,36.36363636363637,4668529.0,1,0.0,0.0,4668529.0,0.0
176,creepcast,10.300140837120987,Other,Unknown,2.215067437891753,4.296368924208885,25.0,33.33333333333333,23038985.0,1,23038985.0,0.0,0.0,0.0
177,redacted declassified mysteries,10.248121408313008,Education,Unknown,0.36076192970009197,6.107932986545571,25.0,38.46153846153847,3752296.0,1,0.0,0.0,3752296.0,0.0
178,pbd,10.202066749913142,Other,Unknown,2.176807865208008,4.222160240391835,25.0,32.69230769230769,22641046.0,1,22641046.0,0.0,0.0,0.0
179,anatomy of murder,10.120740572106229,True Crime,Unknown,0.4599453668004465,7.78717277686336,25.0,33.33333333333333,4783906.0,1,0.0,0.0,4783906.0,0.0
180,giggly squad,10.067124751369866,Other,Unknown,2.0970267355112266,4.067415892430235,25.0,32.05128205128205,21811240.0,1,21811240.0,0.0,0.0,0.0
181,legend,9.833917722165808,News & Politics,Unknown,0.3861385487117135,6.537575572383096,25.0,33.33333333333333,4016239.0,1,0.0,0.0,4016239.0,0.0
182,edeltalk mit dominik kevin,9.823441531461402,Comedy,Unknown,0.3834427582551874,6.49193409500238,25.0,33.33333333333333,3988200.0,1,0.0,0.0,3988200.0,0.0
183,something was wrong,9.714307788494795,Society & Culture,Unknown,0.35535986905667283,6.016472603165626,25.0,33.33333333333333,3696109.0,1,0.0,0.0,3696109.0,0.0
184,the basement yard,9.697213684499355,Other,Unknown,1.752617607822215,3.3993961978130325,25.0,31.41025641025641,18229030.0,1,18229030.0,0.0,0.0,0.0
185,cold case files,9.682364072734735,True Crime,Unknown,0.4424456592522248,7.490891400728297,25.0,29.629629629629626,4601891.0,1,0.0,0.0,4601891.0,0.0
186,2 bears 1 cave,9.626118572650645,Other,Unknown,1.7447424269564908,3.3841214112466127,25.0,30.76923076923077,18147120.0,1,18147120.0,0.0,0.0,0.0
187,shged married annoyed,9.500161643652516,Comedy,Unknown,0.3782320247992032,6.403713004749423,25.0,30.303030303030305,3934003.0,1,0.0,0.0,3934003.0,0.0
188,the stories of mahabharata,9.47183958840252,Entertainment,Unknown,0.2929666310694262,4.960114697672378,25.0,33.33333333333333,3047155.0,1,0.0,0.0,3047155.0,0.0
189,crime conspiracy cults and murder,9.469949656111169,Other,Unknown,1.7132489143172398,3.3230362511730034,25.0,29.48717948717949,17819555.0,1,17819555.0,0.0,0.0,0.0
190,serial killers,9.394093106702439,Other,Unknown,1.7000112842659973,3.2973603997702745,25.0,28.846153846153843,17681870.0,1,17681870.0,0.0,0.0,0.0
191,英語で雑談kevins english room plus,9.371147170576599,Education,Unknown,0.333036793498786,5.63852848452064,25.0,30.76923076923077,3463926.0,1,0.0,0.0,3463926.0,0.0
192,the tim dillon,9.325856137919788,Other,Unknown,1.6953550150763133,3.2883290493440542,25.0,28.205128205128204,17633440.0,1,17633440.0,0.0,0.0,0.0
193,allin with chamath jason sacks friedberg,9.228853683624374,Other,Unknown,1.6583023419824527,3.216461281114457,25.0,27.564102564102566,17248054.0,1,17248054.0,0.0,0.0,0.0
194,andrew schulzs flagrant,9.159399784453232,Other,Unknown,1.652275535578254,3.2047716217820676,25.0,26.923076923076923,17185369.0,1,17185369.0,0.0,0.0,0.0
195,ダイアンのtokyo style,9.121826737737575,Comedy,Unknown,0.35885423419603013,6.075634466834163,25.0,27.27272727272727,3732454.0,1,0.0,0.0,3732454.0,0.0
196,behind the bastards,9.073587967611747,Other,Unknown,1.6278260361990113,3.15734910653557,25.0,26.282051282051285,16931069.0,1,16931069.0,0.0,0.0,0.0
197,ながら日経,9.049209243814875,News & Politics,Unknown,0.3557633867479614,6.023304418871138,25.0,26.666666666666668,3700306.0,1,0.0,0.0,3700306.0,0.0
198,park predators,9.038705572216632,True Crime,Unknown,0.37212166898501375,6.300260725657656,25.0,25.925925925925924,3870449.0,1,0.0,0.0,3870449.0,0.0
199,rotten mango video,8.889854530248586,Other,Unknown,1.4930947768277771,2.8960228886606694,25.0,25.64102564102564,15529725.0,1,15529725.0,0.0,0.0,0.0
200,murder in america,8.825652255539655,Other,Unknown,1.4929824802675138,2.8958050770294936,25.0,25.0,15528557.0,1,15528557.0,0.0,0.0,0.0
201,マユリカのうなげろりん,8.750043047194476,Comedy,Unknown,0.3411622380172205,5.776097519717203,25.0,24.242424242424242,3548439.0,1,0.0,0.0,3548439.0,0.0
202,morning brew daily,8.70730857284098,Other,Unknown,1.4318947859376434,2.7773187198736027,25.0,24.358974358974358,14893182.0,1,14893182.0,0.0,0.0,0.0
203,anything goes,8.586566798837978,Other,Unknown,1.3681063016468515,2.653593881098406,25.0,23.717948717948715,14229716.0,1,14229716.0,0.0,0.0,0.0
204,英語聞き流し sakura english,8.542246688300935,Education,Unknown,0.3176822579134021,5.378566258259627,25.0,23.076923076923077,3304223.0,1,0.0,0.0,3304223.0,0.0
205,dungeons and daddies,8.51809660284934,Other,Unknown,1.3631873661877842,2.644053060315703,25.0,23.076923076923077,14178554.0,1,14178554.0,0.0,0.0,0.0
206,lo zoo di 105,8.443970281133893,Comedy,Unknown,0.3403793348577822,5.762842462464406,25.0,21.21212121212121,3540296.0,1,0.0,0.0,3540296.0,0.0
207,lex fridman,8.353769854462323,Other,Unknown,1.2503124017236844,2.4251195500536835,25.0,22.435897435897438,13004538.0,1,13004538.0,0.0,0.0,0.0
208,the vanished,8.301955848089781,True Crime,Unknown,0.277842937985063,4.704060784375135,25.0,22.22222222222222,2889853.0,1,0.0,0.0,2889853.0,0.0
209,the rest is politics,8.296899652754568,News & Politics,Unknown,0.33372528294060577,5.650185056421324,25.0,20.0,3471087.0,1,0.0,0.0,3471087.0,0.0
210,just creepy scary stories,8.269968128320762,Other,Unknown,1.2281267163923528,2.382087953187029,25.0,21.794871794871796,12773784.0,1,12773784.0,0.0,0.0,0.0
211,not another dd,8.185617908475514,Other,Unknown,1.2053233038352575,2.337858205866349,25.0,21.153846153846153,12536605.0,1,12536605.0,0.0,0.0,0.0
212,chainsfr on spotify,8.09359355742416,Other,Unknown,1.1738770941991312,2.276864795212721,25.0,20.51282051282051,12209532.0,1,12209532.0,0.0,0.0,0.0
213,wait wait dont tell me,8.059665153339937,Comedy,US,0.3194652542405277,5.408753540189275,25.0,18.181818181818183,3322768.0,1,0.0,0.0,3322768.0,0.0
214,your moms house,8.02476925219305,Other,Unknown,1.1685593521202247,2.266550444767248,25.0,19.871794871794872,12154222.0,1,12154222.0,0.0,0.0,0.0
215,fantasy footballers fantasy football,7.958689549697118,Other,Unknown,1.1663326497780178,2.2622315086559275,25.0,19.230769230769234,12131062.0,1,12131062.0,0.0,0.0,0.0
216,killer psyche,7.925403781681592,True Crime,Unknown,0.27625223028852514,4.677129073427385,25.0,18.51851851851852,2873308.0,1,0.0,0.0,2873308.0,0.0
217,scamfluencers,7.894006266345086,Society & Culture,Unknown,0.3158257111850766,5.3471337204294045,25.0,16.666666666666664,3284913.0,1,0.0,0.0,3284913.0,0.0
218,conspiracy theories,7.8882099459579145,Other,Unknown,1.1591506694255624,2.2483012613538698,25.0,18.58974358974359,12056362.0,1,12056362.0,0.0,0.0,0.0
219,the rewatchables,7.821294313446963,Other,Unknown,1.1559825219479973,2.2421562880058454,25.0,17.94871794871795,12023410.0,1,12023410.0,0.0,0.0,0.0
220,history daily,7.744650359596296,Education,Unknown,0.3103830776406034,5.254986411572279,25.0,15.384615384615385,3228304.0,1,0.0,0.0,3228304.0,0.0
221,the matt walsh,7.735349833692555,Other,Unknown,1.1313836143027884,2.194443978859651,25.0,17.307692307692307,11767556.0,1,11767556.0,0.0,0.0,0.0
222,help i sexted my boss,7.6848752418043755,Comedy,Unknown,0.3009996809008633,5.09611943101214,25.0,15.151515151515152,3130707.0,1,0.0,0.0,3130707.0,0.0
223,murder,7.636828414654776,Other,Unknown,1.0926202454069034,2.1192581264232864,25.0,16.666666666666664,11364377.0,1,11364377.0,0.0,0.0,0.0
224,não inviabilize,7.620634443244045,Entertainment,Unknown,0.24548018459123977,4.156138421408792,25.0,16.666666666666664,2553247.0,1,0.0,0.0,2553247.0,0.0
225,最新回のみ辛坊治郎 ズーム そこまで言うか,7.600823132843969,News & Politics,Unknown,0.3261573793065606,5.522055549286773,25.0,13.333333333333334,3392373.0,1,0.0,0.0,3392373.0,0.0
226,the lol,7.567104152906268,Other,Unknown,1.0862889499561685,2.106977876820406,25.0,16.025641025641026,11298525.0,1,11298525.0,0.0,0.0,0.0
227,verbrechen,7.534484549498712,True Crime,Unknown,0.2709644852359905,4.587604126996178,25.0,14.814814814814813,2818310.0,1,0.0,0.0,2818310.0,0.0
228,my brother my brother and me,7.47280259258708,Other,Unknown,1.052278090709577,2.0410100438537615,25.0,15.384615384615385,10944777.0,1,10944777.0,0.0,0.0,0.0
229,the broski report,7.40083518367,Other,Unknown,1.0434205072301794,2.023829778479678,25.0,14.743589743589745,10852649.0,1,10852649.0,0.0,0.0,0.0
230,the ryen russillo,7.285238323291918,Other,Unknown,0.9854263523892058,1.9113436842045237,25.0,14.102564102564102,10249450.0,1,10249450.0,0.0,0.0,0.0
231,parenting hell,7.279075970180642,Comedy,Unknown,0.27455461011338056,4.6483872650137,25.0,12.121212121212121,2855651.0,1,0.0,0.0,2855651.0,0.0
232,and thats why we drink,7.197993934801941,Other,Unknown,0.9593634552550164,1.8607918051029282,25.0,13.461538461538462,9978369.0,1,9978369.0,0.0,0.0,0.0
233,aktenzeichen xy unvergessene verbrechen,7.130221895702135,True Crime,Unknown,0.2622431382513643,4.439946077326713,25.0,11.11111111111111,2727599.0,1,0.0,0.0,2727599.0,0.0
234,the charlie kirk,7.124063302584676,Other,Unknown,0.9482948409568046,1.8393230002749574,25.0,12.82051282051282,9863244.0,1,9863244.0,0.0,0.0,0.0
235,office ladies,7.055838797627821,Other,Unknown,0.9436526088371531,1.830318876302634,25.0,12.179487179487179,9814960.0,1,9814960.0,0.0,0.0,0.0
236,the dr john delony,6.988759171902118,Other,Unknown,0.9402997681299085,1.8238156699550478,25.0,11.538461538461538,9780087.0,1,9780087.0,0.0,0.0,0.0
237,leyendas legendarias,6.94845464112382,Comedy,Unknown,0.26745473700618616,4.528181817649089,25.0,9.090909090909092,2781805.0,1,0.0,0.0,2781805.0,0.0
238,what now,6.921521272662542,Other,Unknown,0.936768675862109,1.8169667249394832,25.0,10.897435897435898,9743360.0,1,9743360.0,0.0,0.0,0.0
239,the meateater,6.8546828987977895,Other,Unknown,0.9336875389898849,1.8109905183091075,25.0,10.256410256410255,9711313.0,1,9711313.0,0.0,0.0,0.0
240,the viall files,6.7583293317617885,Other,Unknown,0.8973656588365736,1.7405402040251994,25.0,9.615384615384617,9333528.0,1,9333528.0,0.0,0.0,0.0
241,american history tellers,6.754672327061322,Education,Unknown,0.2535791894229685,4.293259815595344,25.0,7.6923076923076925,2637485.0,1,0.0,0.0,2637485.0,0.0
242,bedtime stories,6.73936879589754,True Crime,Unknown,0.2569724107426366,4.350709248927403,25.0,7.4074074074074066,2672778.0,1,0.0,0.0,2672778.0,0.0
243,apokalypse filterkaffee,6.7098881207660925,News & Politics,Unknown,0.2684474270615958,4.544988702843136,25.0,6.666666666666667,2792130.0,1,0.0,0.0,2792130.0,0.0
244,the bald and the beautiful,6.680939646411499,Other,Unknown,0.8824013730269676,1.7115153123105873,25.0,8.974358974358974,9177884.0,1,9177884.0,0.0,0.0,0.0
245,空気階段の踊り場,6.617328538942362,Comedy,Unknown,0.2602249729290297,4.405777232086205,25.0,6.0606060606060606,2706608.0,1,0.0,0.0,2706608.0,0.0
246,club random,6.600585363263865,Other,Unknown,0.86409828358015,1.6760144407022866,25.0,8.333333333333332,8987513.0,1,8987513.0,0.0,0.0,0.0
247,so true,6.528392154215074,Other,Unknown,0.8549863983867999,1.6583409289545228,25.0,7.6923076923076925,8892740.0,1,8892740.0,0.0,0.0,0.0
248,therapuss,6.460163210087388,Other,Unknown,0.8503391667627532,1.6493271078890308,25.0,7.051282051282051,8844404.0,1,8844404.0,0.0,0.0,0.0
249,the big picture,6.375207299529665,Other,Unknown,0.8268536102886477,1.6037742667984962,25.0,6.41025641025641,8600130.0,1,8600130.0,0.0,0.0,0.0
250,run fool,6.329825639828222,True Crime,Unknown,0.24689225614996152,4.180045706914357,25.0,3.7037037037037033,2567934.0,1,0.0,0.0,2567934.0,0.0
251,true crime,6.310474458537712,Other,Unknown,0.8261437768088328,1.6023974660510925,25.0,5.769230769230769,8592747.0,1,8592747.0,0.0,0.0,0.0
252,gemischtes hack,6.300711208023555,Comedy,Unknown,0.25672868490336653,4.346582812707847,25.0,3.0303030303030303,2670243.0,1,0.0,0.0,2670243.0,0.0
253,critical role,6.239667465949693,Other,Unknown,0.8185930830072253,1.5877520581278375,25.0,5.128205128205128,8514212.0,1,8514212.0,0.0,0.0,0.0
254,are you garbage comedy,6.16409553568619,Other,Unknown,0.8056759981031727,1.5626979395832754,25.0,4.487179487179487,8379861.0,1,8379861.0,0.0,0.0,0.0
255,danny jones,6.089048110530151,Other,Unknown,0.7933496238722859,1.5387895698931155,25.0,3.8461538461538463,8251654.0,1,8251654.0,0.0,0.0,0.0
256,jesser,6.024503251349174,Other,Unknown,0.7928515001747481,1.5378234037448966,25.0,3.205128205128205,8246473.0,1,8246473.0,0.0,0.0,0.0
257,the bulwark,5.936509240569379,Other,Unknown,0.7659443598079627,1.485634021275706,25.0,2.564102564102564,7966611.0,1,7966611.0,0.0,0.0,0.0
258,timcast irl,5.871802437021726,Other,Unknown,0.7652638503443123,1.4843140977093878,25.0,1.9230769230769231,7959533.0,1,7959533.0,0.0,0.0,0.0
259,stavvys world,5.8049041343507515,Other,Unknown,0.762115220162752,1.4782069803212339,25.0,1.282051282051282,7926784.0,1,7926784.0,0.0,0.0,0.0
260,the yard,5.732631276333003,Other,Unknown,0.7529136323232327,1.4603594803441151,25.0,0.641025641025641,7831078.0,1,7831078.0,0.0,0.0,0.0
